geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_2w,timeframe_4w,sum2w,sum4w,mean2w,mean4w,sumTotal_last2w,sumTotal_last4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last_age,entries_diff_last
AG,202303,75,TRUE,327938,1,100,703086,10.67,46642.66,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-36,-5.12,-32.4,0,FALSE,FALSE,186,776,93,194,NA,NA,13.23,27.59,NA,NA,26.45,110.37,75,0,7,183
AI,202303,1,TRUE,7276,1,100,16360,6.11,44474.33,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,1,6.11,NA,NA,FALSE,FALSE,1,3,0.5,0.75,NA,NA,3.06,4.58,NA,NA,6.11,18.34,1,0,7,0
AR,202303,3,TRUE,25985,1,100,55585,5.4,46748.22,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,1,1.8,50,0,FALSE,FALSE,5,29,2.5,7.25,NA,NA,4.5,13.04,NA,NA,9,52.17,3,0,7,5
BE,202303,75,TRUE,508041,1,100,1047473,7.16,48501.58,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-57,-5.44,-43.2,0,FALSE,FALSE,207,1075,103.5,268.75,NA,NA,9.88,25.66,NA,NA,19.76,102.63,75,0,7,424
BL,202303,39,TRUE,155169,1,100,292817,13.32,52991.8,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-22,-7.51,-36.1,0,FALSE,FALSE,100,450,50,112.5,NA,NA,17.08,38.42,NA,NA,34.15,153.68,39,0,7,117
BS,202303,41,TRUE,108994,1,100,196036,20.91,55598.97,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-8,-4.09,-16.3,0,FALSE,FALSE,90,454,45,113.5,NA,NA,22.95,57.9,NA,NA,45.91,231.59,41,0,7,95
FL,202303,10,TRUE,21350,1,100,39055,25.6,54666.5,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-4,-10.25,-28.6,0,FALSE,FALSE,24,66,12,16.5,NA,NA,30.73,42.25,NA,NA,61.45,168.99,10,0,7,10
FR,202303,22,TRUE,165870,1,100,329809,6.67,50292.75,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-12,-3.64,-35.3,0,FALSE,FALSE,56,223,28,55.75,NA,NA,8.49,16.9,NA,NA,16.98,67.61,22,0,7,62
GE,202303,57,TRUE,283603,1,100,509448,11.19,55668.68,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-45,-8.83,-44.1,0,FALSE,FALSE,159,670,79.5,167.5,NA,NA,15.61,32.88,NA,NA,31.21,131.51,57,0,7,247
GL,202303,2,TRUE,18660,1,100,41190,4.86,45302.26,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-3,-7.28,-60,0,FALSE,FALSE,7,31,3.5,7.75,NA,NA,8.5,18.82,NA,NA,16.99,75.26,2,0,7,18
GR,202303,60,TRUE,105711,1,100,201376,29.8,52494.34,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,21,10.43,53.8,0,FALSE,FALSE,99,279,49.5,69.75,NA,NA,24.58,34.64,NA,NA,49.16,138.55,60,0,7,46
JU,202303,7,TRUE,37068,1,100,73798,9.49,50229,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-4,-5.42,-36.4,0,FALSE,FALSE,18,72,9,18,NA,NA,12.2,24.39,NA,NA,24.39,97.56,7,0,7,31
LU,202303,23,TRUE,207445,1,100,420326,5.47,49353.36,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-29,-6.9,-55.8,0,FALSE,FALSE,75,327,37.5,81.75,NA,NA,8.92,19.45,NA,NA,17.84,77.8,23,0,7,84
NE,202303,20,TRUE,92895,1,100,176166,11.35,52731.51,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-19,-10.79,-48.7,0,FALSE,FALSE,59,278,29.5,69.5,NA,NA,16.75,39.45,NA,NA,33.49,157.81,20,0,7,74
NW,202303,4,TRUE,21540,1,100,43894,9.11,49072.77,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,1,2.28,33.3,0,FALSE,FALSE,7,26,3.5,6.5,NA,NA,7.97,14.81,NA,NA,15.95,59.23,4,0,7,11
OW,202303,2,TRUE,18967,1,100,38435,5.2,49348.25,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,0,0,0,0,FALSE,FALSE,4,27,2,6.75,NA,NA,5.2,17.56,NA,NA,10.41,70.25,2,0,7,17
SG,202303,26,TRUE,244266,1,100,519245,5.01,47042.53,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-11,-2.12,-29.7,0,FALSE,FALSE,63,278,31.5,69.5,NA,NA,6.07,13.38,NA,NA,12.13,53.54,26,0,7,86
SH,202303,3,TRUE,40585,1,100,83995,3.57,48318.35,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-7,-8.34,-70,0,FALSE,FALSE,13,90,6.5,22.5,NA,NA,7.74,26.79,NA,NA,15.48,107.15,3,0,7,29
SO,202303,24,TRUE,140136,1,100,280245,8.56,50004.82,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-3,-1.07,-11.1,0,FALSE,FALSE,51,319,25.5,79.75,NA,NA,9.1,28.46,NA,NA,18.2,113.83,24,0,7,87
SZ,202303,10,TRUE,77440,1,100,163689,6.11,47309.23,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-1,-0.61,-9.1,0,FALSE,FALSE,21,85,10.5,21.25,NA,NA,6.41,12.98,NA,NA,12.83,51.93,10,0,7,19
TG,202303,33,TRUE,138791,1,100,285964,11.54,48534.43,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-5,-1.75,-13.2,0,FALSE,FALSE,71,226,35.5,56.5,NA,NA,12.41,19.76,NA,NA,24.83,79.03,33,0,7,70
TI,202303,104,TRUE,191531,1,100,352181,29.53,54384.25,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-36,-10.22,-25.7,0,FALSE,FALSE,244,1080,122,270,NA,NA,34.64,76.67,NA,NA,69.28,306.66,104,0,7,275
UR,202303,1,TRUE,17117,1,100,37047,2.7,46203.47,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-1,-2.7,-50,0,FALSE,FALSE,3,11,1.5,2.75,NA,NA,4.05,7.42,NA,NA,8.1,29.69,1,0,7,9
VD,202303,80,TRUE,427079,1,100,822968,9.72,51894.97,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-67,-8.14,-45.6,0,FALSE,FALSE,227,1126,113.5,281.5,NA,NA,13.79,34.21,NA,NA,27.58,136.82,80,0,7,337
VS,202303,33,TRUE,175916,1,100,353209,9.34,49805.07,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-13,-3.68,-28.3,0,FALSE,FALSE,79,359,39.5,89.75,NA,NA,11.18,25.41,NA,NA,22.37,101.64,33,0,7,152
ZG,202303,9,TRUE,60557,1,100,129787,6.93,46658.76,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-6,-4.63,-40,0,FALSE,FALSE,24,115,12,28.75,NA,NA,9.25,22.15,NA,NA,18.49,88.61,9,0,7,29
ZH,202303,172,TRUE,787104,1,100,1564662,10.99,50305.05,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-03,-50,-3.2,-22.5,0,FALSE,FALSE,394,1739,197,434.75,NA,NA,12.59,27.79,NA,NA,25.18,111.14,172,0,7,532
AG,202304,52,TRUE,327990,1,100,703086,7.4,46650.05,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-23,-3.27,-30.7,0,FALSE,FALSE,127,391,63.5,97.75,NA,NA,9.03,13.9,NA,NA,18.06,55.61,52,0,7,183
AI,202304,1,TRUE,7277,1,100,16360,6.11,44480.44,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,0,0,0,0,FALSE,FALSE,2,3,1,0.75,NA,NA,6.11,4.58,NA,NA,12.22,18.34,1,0,7,0
AR,202304,7,TRUE,25992,1,100,55585,12.59,46760.82,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,4,7.19,133.3,0,FALSE,FALSE,10,21,5,5.25,NA,NA,9,9.44,NA,NA,17.99,37.78,7,0,7,5
BE,202304,85,TRUE,508126,1,100,1047473,8.11,48509.7,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,10,0.95,13.3,0,FALSE,FALSE,160,505,80,126.25,NA,NA,7.64,12.05,NA,NA,15.27,48.21,85,0,7,424
BL,202304,32,TRUE,155201,1,100,292817,10.93,53002.73,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-7,-2.39,-17.9,0,FALSE,FALSE,71,228,35.5,57,NA,NA,12.12,19.47,NA,NA,24.25,77.86,32,0,7,117
BS,202304,33,TRUE,109027,1,100,196036,16.83,55615.81,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-8,-4.08,-19.5,0,FALSE,FALSE,74,234,37,58.5,NA,NA,18.87,29.84,NA,NA,37.75,119.37,33,0,7,95
FL,202304,9,TRUE,21359,1,100,39055,23.04,54689.54,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-1,-2.56,-10,0,FALSE,FALSE,19,54,9.5,13.5,NA,NA,24.32,34.57,NA,NA,48.65,138.27,9,0,7,10
FR,202304,21,TRUE,165891,1,100,329809,6.37,50299.11,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-1,-0.3,-4.5,0,FALSE,FALSE,43,121,21.5,30.25,NA,NA,6.52,9.17,NA,NA,13.04,36.69,21,0,7,62
GE,202304,69,TRUE,283672,1,100,509448,13.54,55682.23,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,12,2.35,21.1,0,FALSE,FALSE,126,396,63,99,NA,NA,12.37,19.43,NA,NA,24.73,77.73,69,0,7,247
GL,202304,2,TRUE,18662,1,100,41190,4.86,45307.11,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,0,0,0,0,FALSE,FALSE,4,18,2,4.5,NA,NA,4.86,10.92,NA,NA,9.71,43.7,2,0,7,18
GR,202304,23,TRUE,105734,1,100,201376,11.42,52505.76,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-37,-18.38,-61.7,0,FALSE,FALSE,83,185,41.5,46.25,NA,NA,20.61,22.97,NA,NA,41.22,91.87,23,0,7,46
JU,202304,4,TRUE,37072,1,100,73798,5.42,50234.42,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-3,-4.07,-42.9,0,FALSE,FALSE,11,37,5.5,9.25,NA,NA,7.45,12.53,NA,NA,14.91,50.14,4,0,7,31
LU,202304,31,TRUE,207476,1,100,420326,7.38,49360.73,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,8,1.91,34.8,0,FALSE,FALSE,54,184,27,46,NA,NA,6.42,10.94,NA,NA,12.85,43.78,31,0,7,84
NE,202304,25,TRUE,92920,1,100,176166,14.19,52745.71,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,5,2.84,25,0,FALSE,FALSE,45,143,22.5,35.75,NA,NA,12.77,20.29,NA,NA,25.54,81.17,25,0,7,74
NW,202304,3,TRUE,21543,1,100,43894,6.83,49079.6,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-1,-2.28,-25,0,FALSE,FALSE,7,14,3.5,3.5,NA,NA,7.97,7.97,NA,NA,15.95,31.9,3,0,7,11
OW,202304,3,TRUE,18970,1,100,38435,7.81,49356.06,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,1,2.61,50,0,FALSE,FALSE,5,14,2.5,3.5,NA,NA,6.5,9.11,NA,NA,13.01,36.43,3,0,7,17
SG,202304,39,TRUE,244305,1,100,519245,7.51,47050.04,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,13,2.5,50,0,FALSE,FALSE,65,172,32.5,43,NA,NA,6.26,8.28,NA,NA,12.52,33.13,39,0,7,86
SH,202304,6,TRUE,40591,1,100,83995,7.14,48325.5,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,3,3.57,100,0,FALSE,FALSE,9,51,4.5,12.75,NA,NA,5.36,15.18,NA,NA,10.71,60.72,6,0,7,29
SO,202304,30,TRUE,140166,1,100,280245,10.7,50015.52,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,6,2.14,25,0,FALSE,FALSE,54,142,27,35.5,NA,NA,9.63,12.67,NA,NA,19.27,50.67,30,0,7,87
SZ,202304,15,TRUE,77455,1,100,163689,9.16,47318.39,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,5,3.05,50,0,FALSE,FALSE,25,60,12.5,15,NA,NA,7.64,9.16,NA,NA,15.27,36.65,15,0,7,19
TG,202304,29,TRUE,138820,1,100,285964,10.14,48544.57,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-4,-1.4,-12.1,0,FALSE,FALSE,62,145,31,36.25,NA,NA,10.84,12.68,NA,NA,21.68,50.71,29,0,7,70
TI,202304,73,TRUE,191604,1,100,352181,20.73,54404.98,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-31,-8.8,-29.8,0,FALSE,FALSE,177,553,88.5,138.25,NA,NA,25.13,39.26,NA,NA,50.26,157.02,73,0,7,275
UR,202304,0,TRUE,17117,NA,NA,37047,0,46203.47,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-1,-2.7,-100,NA,FALSE,FALSE,1,7,0.5,1.75,NA,NA,1.35,4.72,NA,NA,2.7,18.89,0,0,7,9
VD,202304,77,TRUE,427156,1,100,822968,9.36,51904.33,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-3,-0.36,-3.8,0,FALSE,FALSE,157,550,78.5,137.5,NA,NA,9.54,16.71,NA,NA,19.08,66.83,77,0,7,337
VS,202304,29,TRUE,175945,1,100,353209,8.21,49813.28,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-4,-1.13,-12.1,0,FALSE,FALSE,62,188,31,47,NA,NA,8.78,13.31,NA,NA,17.55,53.23,29,0,7,152
ZG,202304,6,TRUE,60563,1,100,129787,4.62,46663.38,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-3,-2.31,-33.3,0,FALSE,FALSE,15,54,7.5,13.5,NA,NA,5.78,10.4,NA,NA,11.56,41.61,6,0,7,29
ZH,202304,152,TRUE,787256,1,100,1564662,9.71,50314.76,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-04,-20,-1.28,-11.6,0,FALSE,FALSE,324,895,162,223.75,NA,NA,10.35,14.3,NA,NA,20.71,57.2,152,0,7,532
AG,202305,68,TRUE,328058,1,100,703086,9.67,46659.73,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,16,2.27,30.8,0,FALSE,FALSE,120,306,60,76.5,NA,NA,8.53,10.88,NA,NA,17.07,43.52,68,0,7,183
AI,202305,1,TRUE,7278,1,100,16360,6.11,44486.55,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,0,0,0,0,FALSE,FALSE,2,3,1,0.75,NA,NA,6.11,4.58,NA,NA,12.22,18.34,1,0,7,0
AR,202305,3,TRUE,25995,1,100,55585,5.4,46766.21,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-4,-7.19,-57.1,0,FALSE,FALSE,10,15,5,3.75,NA,NA,9,6.75,NA,NA,17.99,26.99,3,0,7,5
BE,202305,96,TRUE,508222,1,100,1047473,9.16,48518.86,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,11,1.05,12.9,0,FALSE,FALSE,181,388,90.5,97,NA,NA,8.64,9.26,NA,NA,17.28,37.04,96,0,7,424
BL,202305,47,TRUE,155248,1,100,292817,16.05,53018.78,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,15,5.12,46.9,0,FALSE,FALSE,79,179,39.5,44.75,NA,NA,13.49,15.28,NA,NA,26.98,61.13,47,0,7,117
BS,202305,48,TRUE,109075,1,100,196036,24.49,55640.29,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,15,7.66,45.5,0,FALSE,FALSE,81,171,40.5,42.75,NA,NA,20.66,21.81,NA,NA,41.32,87.23,48,0,7,95
FL,202305,13,TRUE,21372,1,100,39055,33.29,54722.83,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,4,10.25,44.4,0,FALSE,FALSE,22,46,11,11.5,NA,NA,28.17,29.45,NA,NA,56.33,117.78,13,0,7,10
FR,202305,17,TRUE,165908,1,100,329809,5.15,50304.27,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-4,-1.22,-19,0,FALSE,FALSE,38,94,19,23.5,NA,NA,5.76,7.13,NA,NA,11.52,28.5,17,0,7,62
GE,202305,101,TRUE,283773,1,100,509448,19.83,55702.05,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,32,6.29,46.4,0,FALSE,FALSE,170,329,85,82.25,NA,NA,16.68,16.14,NA,NA,33.37,64.58,101,0,7,247
GL,202305,3,TRUE,18665,1,100,41190,7.28,45314.4,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,1,2.42,50,0,FALSE,FALSE,5,12,2.5,3,NA,NA,6.07,7.28,NA,NA,12.14,29.13,3,0,7,18
GR,202305,17,TRUE,105751,1,100,201376,8.44,52514.2,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-6,-2.98,-26.1,0,FALSE,FALSE,40,139,20,34.75,NA,NA,9.93,17.26,NA,NA,19.86,69.03,17,0,7,46
JU,202305,9,TRUE,37081,1,100,73798,12.2,50246.62,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,5,6.78,125,0,FALSE,FALSE,13,31,6.5,7.75,NA,NA,8.81,10.5,NA,NA,17.62,42.01,9,0,7,31
LU,202305,39,TRUE,207515,1,100,420326,9.28,49370.01,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,8,1.9,25.8,0,FALSE,FALSE,70,145,35,36.25,NA,NA,8.33,8.62,NA,NA,16.65,34.5,39,0,7,84
NE,202305,16,TRUE,92936,1,100,176166,9.08,52754.79,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-9,-5.11,-36,0,FALSE,FALSE,41,100,20.5,25,NA,NA,11.64,14.19,NA,NA,23.27,56.76,16,0,7,74
NW,202305,5,TRUE,21548,1,100,43894,11.39,49090.99,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,2,4.56,66.7,0,FALSE,FALSE,8,15,4,3.75,NA,NA,9.11,8.54,NA,NA,18.23,34.17,5,0,7,11
OW,202305,3,TRUE,18973,1,100,38435,7.81,49363.86,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,0,0,0,0,FALSE,FALSE,6,10,3,2.5,NA,NA,7.81,6.5,NA,NA,15.61,26.02,3,0,7,17
SG,202305,38,TRUE,244343,1,100,519245,7.32,47057.36,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-1,-0.19,-2.6,0,FALSE,FALSE,77,140,38.5,35,NA,NA,7.41,6.74,NA,NA,14.83,26.96,38,0,7,86
SH,202305,3,TRUE,40594,1,100,83995,3.57,48329.07,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-3,-3.57,-50,0,FALSE,FALSE,9,22,4.5,5.5,NA,NA,5.36,6.55,NA,NA,10.71,26.19,3,0,7,29
SO,202305,24,TRUE,140190,1,100,280245,8.56,50024.09,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-6,-2.14,-20,0,FALSE,FALSE,54,105,27,26.25,NA,NA,9.63,9.37,NA,NA,19.27,37.47,24,0,7,87
SZ,202305,14,TRUE,77469,1,100,163689,8.55,47326.94,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-1,-0.61,-6.7,0,FALSE,FALSE,29,50,14.5,12.5,NA,NA,8.86,7.64,NA,NA,17.72,30.55,14,0,7,19
TG,202305,19,TRUE,138839,1,100,285964,6.64,48551.22,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-10,-3.5,-34.5,0,FALSE,FALSE,48,119,24,29.75,NA,NA,8.39,10.4,NA,NA,16.79,41.61,19,0,7,70
TI,202305,55,TRUE,191659,1,100,352181,15.62,54420.6,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-18,-5.11,-24.7,0,FALSE,FALSE,128,372,64,93,NA,NA,18.17,26.41,NA,NA,36.34,105.63,55,0,7,275
UR,202305,1,TRUE,17118,1,100,37047,2.7,46206.17,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,1,2.7,NA,NA,FALSE,FALSE,1,4,0.5,1,NA,NA,1.35,2.7,NA,NA,2.7,10.8,1,0,7,9
VD,202305,76,TRUE,427232,1,100,822968,9.23,51913.56,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-1,-0.13,-1.3,0,FALSE,FALSE,153,380,76.5,95,NA,NA,9.3,11.54,NA,NA,18.59,46.17,76,0,7,337
VS,202305,18,TRUE,175963,1,100,353209,5.1,49818.38,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,-11,-3.11,-37.9,0,FALSE,FALSE,47,126,23.5,31.5,NA,NA,6.65,8.92,NA,NA,13.31,35.67,18,0,7,152
ZG,202305,11,TRUE,60574,1,100,129787,8.48,46671.85,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,5,3.86,83.3,0,FALSE,FALSE,17,41,8.5,10.25,NA,NA,6.55,7.9,NA,NA,13.1,31.59,11,0,7,29
ZH,202305,180,TRUE,787436,1,100,1564662,11.5,50326.27,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-05,28,1.79,18.4,0,FALSE,FALSE,332,726,166,181.5,NA,NA,10.61,11.6,NA,NA,21.22,46.4,180,0,7,532
AG,202306,72,TRUE,328130,1,100,703086,10.24,46669.97,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,4,0.57,5.9,0,FALSE,FALSE,140,267,70,66.75,NA,NA,9.96,9.49,NA,NA,19.91,37.98,72,0,7,183
AI,202306,0,TRUE,7278,NA,NA,16360,0,44486.55,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-1,-6.11,-100,NA,FALSE,FALSE,1,3,0.5,0.75,NA,NA,3.06,4.58,NA,NA,6.11,18.34,0,0,7,0
AR,202306,1,TRUE,25996,1,100,55585,1.8,46768.01,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-2,-3.6,-66.7,0,FALSE,FALSE,4,14,2,3.5,NA,NA,3.6,6.3,NA,NA,7.2,25.19,1,0,7,5
BE,202306,86,TRUE,508308,1,100,1047473,8.21,48527.07,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-10,-0.95,-10.4,0,FALSE,FALSE,182,342,91,85.5,NA,NA,8.69,8.16,NA,NA,17.38,32.65,86,0,7,424
BL,202306,54,TRUE,155302,1,100,292817,18.44,53037.22,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,7,2.39,14.9,0,FALSE,FALSE,101,172,50.5,43,NA,NA,17.25,14.68,NA,NA,34.49,58.74,54,0,7,117
BS,202306,67,TRUE,109142,1,100,196036,34.18,55674.47,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,19,9.69,39.6,0,FALSE,FALSE,115,189,57.5,47.25,NA,NA,29.33,24.1,NA,NA,58.66,96.41,67,0,7,95
FL,202306,15,TRUE,21387,1,100,39055,38.41,54761.23,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,2,5.12,15.4,0,FALSE,FALSE,28,47,14,11.75,NA,NA,35.85,30.09,NA,NA,71.69,120.34,15,0,7,10
FR,202306,21,TRUE,165929,1,100,329809,6.37,50310.63,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,4,1.22,23.5,0,FALSE,FALSE,38,81,19,20.25,NA,NA,5.76,6.14,NA,NA,11.52,24.56,21,0,7,62
GE,202306,79,TRUE,283852,1,100,509448,15.51,55717.56,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-22,-4.32,-21.8,0,FALSE,FALSE,180,306,90,76.5,NA,NA,17.67,15.02,NA,NA,35.33,60.07,79,0,7,247
GL,202306,1,TRUE,18666,1,100,41190,2.43,45316.82,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-2,-4.85,-66.7,0,FALSE,FALSE,4,8,2,2,NA,NA,4.86,4.86,NA,NA,9.71,19.42,1,0,7,18
GR,202306,28,TRUE,105779,1,100,201376,13.9,52528.11,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,11,5.46,64.7,0,FALSE,FALSE,45,128,22.5,32,NA,NA,11.17,15.89,NA,NA,22.35,63.56,28,0,7,46
JU,202306,5,TRUE,37086,1,100,73798,6.78,50253.39,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-4,-5.42,-44.4,0,FALSE,FALSE,14,25,7,6.25,NA,NA,9.49,8.47,NA,NA,18.97,33.88,5,0,7,31
LU,202306,25,TRUE,207540,1,100,420326,5.95,49375.96,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-14,-3.33,-35.9,0,FALSE,FALSE,64,118,32,29.5,NA,NA,7.61,7.02,NA,NA,15.23,28.07,25,0,7,84
NE,202306,17,TRUE,92953,1,100,176166,9.65,52764.44,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,1,0.57,6.2,0,FALSE,FALSE,33,78,16.5,19.5,NA,NA,9.37,11.07,NA,NA,18.73,44.28,17,0,7,74
NW,202306,2,TRUE,21550,1,100,43894,4.56,49095.55,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-3,-6.83,-60,0,FALSE,FALSE,7,14,3.5,3.5,NA,NA,7.97,7.97,NA,NA,15.95,31.9,2,0,7,11
OW,202306,0,TRUE,18973,NA,NA,38435,0,49363.86,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-3,-7.81,-100,NA,FALSE,FALSE,3,8,1.5,2,NA,NA,3.9,5.2,NA,NA,7.81,20.81,0,0,7,17
SG,202306,36,TRUE,244379,1,100,519245,6.93,47064.3,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-2,-0.39,-5.3,0,FALSE,FALSE,74,139,37,34.75,NA,NA,7.13,6.69,NA,NA,14.25,26.77,36,0,7,86
SH,202306,14,TRUE,40608,1,100,83995,16.67,48345.73,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,11,13.1,366.7,0,FALSE,FALSE,17,26,8.5,6.5,NA,NA,10.12,7.74,NA,NA,20.24,30.95,14,0,7,29
SO,202306,31,TRUE,140221,1,100,280245,11.06,50035.15,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,7,2.5,29.2,0,FALSE,FALSE,55,109,27.5,27.25,NA,NA,9.81,9.72,NA,NA,19.63,38.89,31,0,7,87
SZ,202306,6,TRUE,77475,1,100,163689,3.67,47330.61,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,-8,-4.88,-57.1,0,FALSE,FALSE,20,45,10,11.25,NA,NA,6.11,6.87,NA,NA,12.22,27.49,6,0,7,19
TG,202306,28,TRUE,138867,1,100,285964,9.79,48561.01,COVID19Cases,,2023-11-28_06-00-38,isoweek,2023-06,9,3.15,47.4,0,FALSE,FALSE,47,109,23.5,27.25,NA,NA,8.22,9.53,NA,NA,16.44,38.12,28,0,7,70
